reviews,price,drink,dessert,service,customers,interior,view,parking,etc,trash
무려 2시간 기다려서 마셨습니다,,,,,1,,,,,
커피를 2 시간이나 기다린 적은 처음이라 정말 정말 기대했는데요.. 2 시간 후의 저는 물음표가 됐습니다 할 수 있는 건 자책뿐,,1,,,,,,,,
리뷰 보면 엄청난 고소한 맛이라는데 제 혀는 그렇진 못 했어요...,,1,,,,,,,,
제가 더 맛있는 걸 많이 먹고 다녔나 봐요 여러분은 2시간은 기다리지 마세용,,,,,,,,,,1
웨이팅 2 시간 커피 기다리는 시간 30분 해서 총 2 시간 반을 기다렸는데 여태까지 먹었던 커피 중에 제일 맛있었습니다 한 번쯤은 기다려서 먹어 볼 만합니다,,1,,,,,,,,
쫀 맛.. 대기한 보람이 있네요,,1,,,,,,,,
강릉 가면 꼭 가야한다는 툇마루 항상 웨이팅 때문에 돌아 나왔는데 오늘은 줄이 짧은 것 같아서 도전했지만 됴르르 전혀 그렇지 않았습니다,,,,,1,,,,,
시그니처인 툇마루 커피는 달달 고소한 것이 아주 맛있구요.,,1,,,,,,,,
마들렌도 맛있어요.,,,1,,,,,,,
하지만 1 시간 밖에서 웨이팅,,,,,1,,,,,
음료 받기까지 30분 직원 분들 짱짱 친절하시고,,,,1,,,,,,
커피도 짱짱 맛!,,1,,,,,,,,
하지만 시간 여유 있을 때 방문하시길 추천합니다,,,,,,,,,,1
워낙 유명해서 한 시간 반 정도 기다리다 먹었는데 맛있긴했지만 그 정도 웨이팅할 정도는 아닌 것 같아요..,,1,,,1,,,,,
성격 급한 저는 두 번은 못할 것 같아요!,,,,,,,,,,1
기다린 만큼 맛은 있지만 일찍 와서 기다려야겠어요,,,,,1,,,,,
웨이팅을 감수하고 여러 번 방문했던 곳이에요!,,,,,,,,,,1
이번엔 주말 10시 반부터 오픈 11시 시간 기다리며 총 45분 정도 웨이팅했어요,,,,,1,,,,,
이 정도야 뭐 툇마루 커피 찐하고 고소한 맛을 잊지 못해 다른 카페를 못 가요,,1,,,,,,,,
이번엔 라테도 시켰는데 얘도 괜찮네요,,1,,,,,,,,
그래도 여기는 시그니처 툇마루 커피가 짱인 것 같아요!!,,1,,,,,,,,
친절하고,,,,1,,,,,,
내부도 널찍 깔끔하고,,,,,,1,,,,
인테리어도 신경 쓴 느낌인데,,,,,,1,,,,
정작 커피 맛은 평범 기다려서 먹을 정도는 절대 아님..,,1,,,,,,,,
여기는 뭐 말해 뭐 해요 툇마루 커피 진짜 맛있음,,1,,,,,,,,
예전엔 대기 표 받고 딴 데 이동했다 와도 돼서 편해서 좋았는 데 옮기고 나서는 줄 서서 기다려야해서 조금 불편해지긴했지만 맛은 최고!!,,1,,1,,,,,,
예전에 조용한 툇마루 카페였을 때 가서 아아 시켰더니 사장님께서 시그니처 추천 하셔서 먹어 봤는데 너무 맛있어서 충격 먹었던 기억이 있네요,,1,,,,,,,,
그 이후에 엄청 유명해져서 이사까지 가게 되고 땡볕에 웨이팅해서 오랫만에 먹어 본 툇마루 커피는 굿이네요,,1,,,,,,,,
"툇마루 커피, 흑임자 커피 달고 맛있어용",,1,,,,,,,,
제 입맛에는 오래 기다려서 먹을 만큼 맛있지 않아요.,,1,,,,,,,,
그리고 직원 분 불친절하세요.,,,,1,,,,,,
툇마루 커피가 엄청 맛있다길래 먹고 왔는데 줄 서서 먹는 이유를 알겠는 맛이였어요!,,1,,,,,,,,
진짜 엄청 맛있었어요,,,,,,,,,,1
커피 별로 안 좋아하는 데 맛있어서 바로 다 먹었네요!,,1,,,,,,,,
마들렌도 맛있었어요,,,1,,,,,,,
2 시간 기다림.....,,,,,1,,,,,
공휴일에 오픈 20분 전에 갔다가 1시간 쫌 넘게 기다려서 입장했어요 주문하고 나서도 받는 데까지15-20 분 걸렸네요,,,,,1,,,,,
한 번 먹은 거로 만족합니다.. 맛은 있습니다.,,,,,,,,,,1
하지만 1 시간 40분 기다릴 정도? X,,,,,,,,,,1
또 와서 먹을 정도? X,,,,,,,,,,1
맛은 독특하고 그 어디서도 먹을 수 없나? X,,,,,,,,,,1
기다린 것이 다 해소되는 맛? X,,,,,,,,,,1
하지만!!! 한 번 정도는 기다려서 마셔 봐도 나쁘지 않을 맛입니다.,,,,,,,,,,1
그리고 누룽지 쿠키 맛있어요. 이것이 젤 맛있어요.,,,1,,,,,,,
왜 테이블 링 같은 대기 번호 받고 다시 올 수 있는 그런 시스템을 안 쓰는 거일까요? 마켓 팅 수법일까요?,,,,1,,,,,,
그래도 양산도 챙겨 주고 짐 맡겨 주는 건 다 좋지만,,,,1,,,,,,
카페 안은 다 비어 있고 사람들은 밖에서 기다리고 있고.. 이런 부분이 많이 아쉬웠어요.,,,,1,,,,,,
1 시간 반 대기 아직 음료 못 받고 기다리는 중 맛없기만 해 봐라,,,,,,,,,,1
근데 진짜 대기 시스템은 별로인 듯,,,,1,,,,,,
요즘 웨이팅 어플 좋은 거 많은데 줄 세우는 거 강릉 특징인가용,,,,1,,,,,,
맛있음 흑임자 맛 생각보다 많이 안 남 그치만 웨이팅 20분 이상 하라면 안 먹음,,1,,,,,,,,
주말이라 웨이팅이 있는 건 이해하는 데 홀 손님이랑 테이크아웃 손님 같이 줄 서 있어야하는 건 고객을 위하지 않는 것 같네요,,,,1,,,,,,
전국에서 오는 관광객이 몇인데 비효율적인 것 같습니다.,,,,,,,,,,1
현지인도 이제야 가 봄.,,,,,,,,,,1
같이 간 친구들도 나도 너무 맛있었고 다들 좋아함.,,,,,,,,,,1
드디어 먹어 봤다 툇마루 커피,,,,,,,,,,1
저는 맛있게 먹었어용,,,,,,,,,,1
왜 줄 서는지 이해 안 감,,,,,,,,,,1
9월 마지막 주 목요일에 방문했는 데.... 한 시간 기다림.....,,,,,1,,,,,
강릉에서 유명하다고 해서 마셨음! 근데.... 기다릴 만하네,,,,,,,,,,1
월요일도 역시 줄이 길지만 기다릴 가치가 있는 맛!,,,,,1,,,,,
둘이서 세 잔 시켜서 한 잔 나눠 먹음 딱이에요 흑임자 쿠키는 쿠키보단 깨 강정 맛인데 맛나요 좋네요,,1,,,,,,,,
평일이라 줄이 길진 않았지만 그래도 커피가 나오기까지 대략 45분 소요.,,,,,1,,,,,
기대하고 먹었고 맛있었다.,,1,,,,,,,,
그치만 이 커피만 마시서 강릉까진 오지 못할 정도.,,,,,,,,,,1
내 입맛엔 폴 바셋이 더 맛났..,,,,,,,,,,1
그래도 한 번쯤은 마셔 보고 싶다는 궁금증은 해결!,,,,,,,,,,1
흑임자 라떼 짱짱,,1,,,,,,,,
태어나서 웨이팅 있는 카페는 처음이라 놀랐지만,,,,,1,,,,,
커피를 만들 때 정성이 많이 들어갔다 느꼈어요!,,1,,,,,,,,
분위기도 좋고..,,,,,,1,,,,
툇마루 커피 먹었는 데 커피를 잘 몰라서 특별한 느낌은 모르겠지만 달달하니 맛있었습니다,,1,,,,,,,,
진짜..웨이팅 시스템 가 본 곳 중 최악 악 악 악 진짜 괘씸할 정도임,,,,1,,,,,,
커피는 물론 맛있지만,,1,,,,,,,,
웨이팅 시스템 뭔 조선 시대,,,,1,,,,,,
강릉 하면 툇마루 커피,,,,,,,,,,1
툇마루 커피하면 강릉 필수 코스!,,,,,,,,,,1
대표적인 커피를 맛보기 위해 갔습니다.,,,,,,,,,,1
웨이팅은 한 시간 정도였던 거 같아요,,,,,1,,,,,
테이크 아웃이 더 많았던 거 같아요.,,,,,,,,,,1
아무래도 관광지에 오시는 객지 분들이 많아서 또 다른 관광 명소나 먹거리를 즐기러 가야하니까요..,,,,,,,,,,1
전 매장 내에서 마셨고 커피는 개인적으로 정말 맛있었습니다,,1,,,,,,,,
강릉 가면 다시 가고 싶을 만큼요!,,,,,,,,,,1
허나 많은 다녀오신 분들 지적하셨다시피 웨이팅 개선해야합니다.,,,,1,,,,,,
우산 양산 대여가 아니라 테이블 링 도입도 생각하셔야할 것 같아요.,,,,1,,,,,,
똑같은 한 줄로 대기하는 것보다 인아웃 고객 구분해서 웨이팅 줄을 서는 건 어떨까요?,,,,1,,,,,,
명성만큼! 고객의 기다림에 대해 생각해 보셨음합니다,,,,,,,,,,1
다음번 강릉 여행에서는 개선된 툇마루 기대해도 될까요?,,,,,,,,,,1
또 먹고 싶네요,,,,,,,,,,1
줄 엄청 긴데 툇마루 너무 맛있어요,,,,,,,,,,1
여전한 대기 줄 그래도 맛있어요!!,,,,,,,,,,1
흑임자 라떼 맛이 변하지 않아서 좋습니다.,,1,,,,,,,,
가격 추가되더라도 디카페인 있었으면 좋겠어요,,1,,,,,,,,
음 맛있는 데 웨이팅을 한 시간 이상할 정도인가는 모르겟음,,,,,,,,,,1
뷰 좋고,,,,,,,1,,,
인테리어 예뻐요!,,,,,,1,,,,
안목 해변 끝 자락에 있어요,,,,,,,1,,,
뷰는 좋아요,,,,,,1,,,,
리유저블 컵을 쓰는 데 hot 음료도 여기에 써도 되는 거인지 찝찝함이,,,,1,,,,,,
커피가 맛있어요,,1,,,,,,,,
숙소 바로 옆이라 기대 안 하고 갔는 데 커피랑 디저트가 너무 맛있었습니다.,,1,1,,,,,,,
뷰가 좋아요,,,,,,,1,,,
짱,,,,,,,,,,1
뷰가 좋은 카페,,,,,,,1,,,
평일 점심시간 전에 들려서 그런지 창가 뷰 좋은 자리 선점했어요,,,,,,,1,,,
커피 맛은 특별하지 않았지만,,1,,,,,,,,
뷰가 좋아서 만족했던 카페입니다!,,,,,,,1,,,
파란 바다가 힐링 그 잡채,,,,,,,1,,,
카페가 예뻐요,,,,,,,,,,1
뷰 맛집,,,,,,,1,,,
커피숖 창가에 앉아 바라본 풍경,,,,,,,1,,,
수능 마치고 강릉 왔다...,,,,,,,,,,1
안목 해변 가면 바로 보이는 흰색 건물!,,,,,,,,,,1
커피 원두도 괜찮았고,,1,,,,,,,,
재사용 컵에 음료 받을 수 있는 점도 좋아요!,,,,1,,,,,,
다만 소금 빵은 반죽이 두껍고 숙성이 잘못됐는지 맛이 아쉬웠어요,,,1,,,,,,,
안목 카페에서 아메리카노는 여기서 밖에 안 먹는 데 리뷰는 처음이네요,,,,,,,,,,1
아메리카노 원두를 고를 수 있어서 더 좋은 것 같아요,,1,,,,,,,,
일 회용 컵이 아닌 재사용할 수 있는 리유저블컵이여서 몇 번 더 쓸 수 있어 좋아요,,,,1,,,,,,
음료 맛있어요,,1,,,,,,,,
긋,,,,,,,,,,1
"대표 메뉴로 고소한 커피 맛 초코 밀크, 부드럽고 연한 느낌 청포도 에이드, 상큼 플레인 크로플, 깔끔 바삭 초코 크로플 달달 바삭 다크 브라우니 부드럽고 달달",,1,1,,,,,,,
"32,900원으로 예쁜 바다뷰에 맛있는 디저트도 먹고",,,1,,,,1,,,
그리고 리유저블 컵 2개는 강릉 여행 기념품으로 가지고 왔어요,,,,,,,,,,1
뷰 좋아요,,,,,,,1,,,
커피 맛 있어요!,,1,,,,,,,,
뷰도 좋고 조용해서 좋아요.,,,,,,,1,,,
아이스크림이 맛있어요,,,1,,,,,,,
분위기 너무 좋아요,,,,,,1,,,,
뷰가 넘 좋아요,,,,,,,1,,,
뷰 좋은 커피 맛집,,,,,,,1,,,
씻어서 다시 쓸 수 있는 환경을 위한 컵,,1,,,,,,,,
바닷가 앞 통유리 돼 있어서 뷰 좋아요,,,,,,,1,,,
조 아요,,,,,,,,,,1
뷰가 멋져요,,,,,,,1,,,
뷰가 좋네요,,,,,,,1,,,
기대했던 커피 맛은 아니지만,,1,,,,,,,,
바다가 보이는 곳이라 창가에 잠시 앉아 간단히 마시기에는 나쁘지 않았어요,,,,,,,1,,,
평일 낮에 오면 조용히 있기 좋아요,,,,,,1,,,,
로지 라떼도 맛있고,,1,,,,,,,,
분위기도 좋아서 자주 올 거 같아요 번창하세요,,,,,,1,,,,
매장 깨끗하고,,,,1,,,,,,
음료 맛있어요,,1,,,,,,,,
분위기 커피 디저트가 맛 잇는 로지커피,,1,1,,,1,,,,
로지커피는 생각했던 맛이 아니 어서 아쉬웠어요,,1,,,,,,,,
맛있게 잘 먹었습니다.,,,,,,,,,,1
안목 해변 바다 뷰를 보면 커피와 디저트를 먹을 수 있어 참 좋네요,,,,,,,1,,,
매장이 넓고 깨끗해서 편하게 잘 먹었습니다.,,,,1,,1,,,,
출입문이 정말 이쁘고,,,,,,1,,,,
창가를 바라보는 강릉항은 정말 멍 때리기 좋고,,,,,,,1,,,
커피 향도 좋네요,,1,,,,,,,,
안목 해변 초입에 위치해 있고,,,,,,,1,,,
건물이 깨끗하고,,,,1,,,,,,
통 창이라 뷰가 좋네요,,,,,,,1,,,
마지막 집이라 한적하지만,,,,,,,1,,,
전면 창으로 뷰가 좋음.,,,,,,,1,,,
일하는 분들이 엄청 친절하심.,,,,1,,,,,,
강릉 바다가 한눈에!!!,,,,,,,1,,,
여긴 커피보다 빵이 더 맛난 집이에요,,,1,,,,,,,
소금 빤 4500원이지만 맛있게 먹었습니다!!,,,1,,,,,,,
아이스크림 라떼는 비려서 비추!,,1,,,,,,,,
로지커피 분위기도 너무 좋고,,1,,,,,,,,
사진 찍기도 좋아요!,,,,,,1,,,,
커피도 맛있고,,1,,,,,,,,
에이드 종류도 다 맛있어요,,1,,,,,,,,
저는 패션후르츠 에이드 먹었는데 맛있더라구요,,1,,,,,,,,
리유저블 텀블러 가져갈 수 있어서 좋은 곳!!,,,,1,,,,,,
안목 디저트도 맛 잇고,,,1,,,,,,,
커피도 맛 잇고 깨끗하고,,1,,,,,,,,
바다도 잘 보이는 로지 커피 한 번 오면 또 오고 싶은 카페,,,,,,,1,,,
강릉 까페 거리 끝 쪽에 위치한 새로 생긴 듯한 건물 깔끔하고,,,,,,,1,,,
감각적인 인테리어와 내가 좋아하는 아이스크림 라떼 상하 목장 우유가 있어 매우 흥미롭지 않을 수 없었 따!,,1,,,,1,,,,
또! 시나몬 말 렌카 무조건 또 먹어야한다 대존 맛 환장 파티다!!! 우아 우아 하며 먹었어용,,,1,,,,,,,
리유저블 컵도 매우 좋아용 가져가서 출근할 때 커피 타서 가져가면 핵 이득일 듯,,,,1,,,,,,
오랜만에 방문한 강릉 커피 거리에 새로 생긴 곳.,,,,,,,,,,1
고소한 맛이 강했던 맛있는 커피가 괜찮네요.,,1,,,,,,,,
3 층에서 바라보는 바다도 좋았어요.,,,,,,,1,,,
최악입니다. 케익은 언제 받으신 거인지 빵은 퍽퍽하고 맛도 이상하고 생크림은 딱딱하고 빵 속에 이상한 푸른 빛이 나는 부분도 있어 환불하고 나왔네요,,,1,,,,,,,
시그니처 메뉴 아이스크림 라떼!!!! 너무 맛있음,,1,,,,,,,,
커피 맛집,,1,,,,,,,,
감자빵 옥수수 빵 맛있었어요,,,1,,,,,,,
안목 해변가 까페 뷰 맛집,,,,,,,1,,,
커피 케이크 모두 다 달아요!! 정말 달아요!!!!!,,1,1,,,,,,,
커피랑 크로플 굿굿,,1,1,,,,,,,
뷰가 좋아요,,,,,,,1,,,
바다가 다 보요서 좋아요,,,,,,,1,,,
뷰 좋고,,,,,,,1,,,
음료 맛있고,,1,,,,,,,,
케익도 부들 촉촉해요,,,1,,,,,,,
로지 라떼 곡물 맛이 나고 고소하네요,,1,,,,,,,,
로지커피가 짱,,1,,,,,,,,
로지 라떼 엄청 맛 잇네요!!,,1,,,,,,,,
첫 방문인데 만족해요,,,,,,,,,,1
좋아용,,,,,,,,,,1
로지 라떼 너무 맛있었어요!,,1,,,,,,,,
안목 해변 뷰라 멍 때리고 앉아 있기 좋았습니다,,,,,,,1,,,
매장도 넓고 조용했어요,,,,,,1,,,,
쉬폰케익은 빵 순이 인 제 입맛엔 살짝 아쉬웠습니당,,,1,,,,,,,
흡연실이 있고,,,,,,1,,,,
리유저블 컵을 주고,,,,1,,,,,,
뷰가 좋아요,,,,,,,1,,,
2번째 방문합니다,,,,,,,,,,1
2년 만에 왔는데 여전히 깨끗하고 좋아요,,,,1,,,,,,
커피 마시기 좋아요,,1,,,,,,,,
우유 아이스크림 맛있네요,,1,,,,,,,,
아아도 괜찮고요.,,1,,,,,,,,
일 회용 컵 대신 리유저블 컵 추가해서 가져가는 것도 너무 마음에 들었어요,,,,1,,,,,,
분위기 좋아요,,,,,,1,,,,
빙수 마싯어요 분위기도 좋고,,,1,,,1,,,,
처음 와서 시나몬 말 렌카 먹어 보고 너무 맛있어서 오늘 두 번째 방문했어요 이거 너무 맛있네요,,,1,,,,,,,
매장이 시원시원해 보이네요.,,,,,,1,,,,
다만 밤에는 매장이 너무 밝아서 바다뷰가 안 보이네요.,,,,,,1,1,,,
라떼 종류에 아이스인데 너무 과하지 않은 얼음으로 좋네요.,,1,,,,,,,,
깔끔하고,,,,1,,,,,,
친절해요 뷰가 좋아요,,,,1,,,1,,,
분위기 고급스러우면서 심플해서 너무 좋고,,,,,,1,,,,
바다도 잘 보이고,,,,,,,1,,,
커피 맛도 좋고,,1,,,,,,,,
디저트 맛 나고,,,1,,,,,,,
직원 분 친절해요,,,,1,,,,,,
사람이 너무 많아 테이크 아웃으로 여유를 즐김,,,,,1,,,,,
바로 앞에 오션뷰라 분위기 좋고,,,,,,,1,,,
음료랑 디저트 맛도 좋습니다!!,,1,1,,,,,,,
넓고,,,,,,1,,,,
뷰가 좋아요!,,,,,,,1,,,
뷰 맛집,,,,,,,1,,,
매장이 워낙 넓어서 단체 모임도 좋고 단체 가족 모임도 좋아요!,,,,,,1,,,,
엄청 큰 곳인 덕 빵도 맛있고 좋아요,,,1,,,1,,,,
음료와 빵 가격이 다소 비싸지만,1,,,,,,,,,
주차하기 편리하고,,,,,,,,1,,
뷰가 좋아요,,,,,,,1,,,
자리에 따라 뷰 차이가 있어요,,,,,,1,1,,,
음료는 양도 많고 맛났어요!!!,,1,,,,,,,,
빵 맛집이라 자주 가요,,,1,,,,,,,
탁 트여서 좋고 넓네요,,,,,,1,,,,
처음 온 강릉 카페,,,,,,,,,,1
뷰가 너무 좋아요,,,,,,,1,,,
날씨가 춥지 않아서 3 층 테라스 앉았는 데 바다뷰가 너무 예뻤고,,,,,,,,1,,
빵과 케익이 맛있었습니다!,,,1,,,,,,,
커피도 맛있고,,1,,,,,,,,
에메랄드 빛 바다도 너무 예뻐용,,,,,,,,,,1
가족들이랑 모처럼 여행 왔다가 들른 카페 좋아요,,,,,,,,,,1
귀여운 빵이 너무 많아 여 특별한 메뉴도 있고,,,1,,,,,,,
여행 중에 들른 커피 집인데 베이커리 장인이었네요,,,1,,,,,,,
커피도 많이 강하지 않고 괜찮아요,,1,,,,,,,,
뷰 즐기면서 커피 한 잔의 여유,,,,,,,1,,,
딸기바스크 치즈 케이크 맛있네요.,,,1,,,,,,,
뷰 맛집에 빵 맛집 인정!!,,,1,,,,1,,,
평일이라 사람 많지 않고,,,,,1,,,,,
날씨까지 좋아서 사진도 잘 나오고 넘 예쁜 시간이었습니다,,,,,,1,,,,
음료랑 디저트가 맛나요 또 가고 싶은 곳 로 픽 했습니다,,1,1,,,,,,,
오랜만에 방문했는 데 커피가 맛있어요,,1,,,,,,,,
하늘 계단도 있구 사람도 많구 인테리어도 이쁘구 좋아용,,,,,1,1,,,,
뷰 맛집에 빵도 아주 맛있었어요,,,1,,,,1,,,
먹물 도깨비 호두 크림 빵 소금 빵 카페라테,,,,,,,,,,1
빵 종류가 많고 맛 괜찮아요 커피 맛은 평범...,,1,1,,,,,,,
여전히 맛있어요,,,,,,,,,,1
예전에 왔을 때는 빵 종류가 더 많았던 거 같았는데 평일이라 없는 거인지 조금 아쉬웠지만 여전히 좋았습니다,,,1,,,,,,,
매장도 넓고 깨끗하고,,,,1,,1,,,,
디저트 종류도 다양한데 맛있었어요!!,,,1,,,,,,,
베이커리에 진심인 카페,,,1,,,,,,,
뷰도 너무 예뻤어요,,,,,,,1,,,
평일 오전에 갔는 데도 오션뷰는 벌써 다 찼더라구용.... 근데 진짜 예뻐서 좋았습니당,,,,,,,1,,,
음료랑 빵 먹으면서 바다뷰가 너무 좋았습니다,,,,,,,1,,,
규모도 크고 재방문할 겁니다,,,,,,1,,,,
가격은 비싸지만 좋아요,1,,,,,,,,,
맛잇어요 주차장 있어요,,,,,,,,1,,
깜빠뉴는 첨엔 무슨 맛인지 몰랐는데 먹을수록 끌리더라구요.,,,1,,,,,,,
커피도 먹을 만했어요.,,1,,,,,,,,
커피를 마시고 루프탑으로 가서 사진도 찍고,,,,,,1,,,,
뷰도 넘 좋았어요.,,,,,,,1,,,
단 사람들은 많은데,,,,,1,,,,,
화장실이 좀 작았어요.,,,,,,1,,,,
사람 엄청 많네요! 정신이 없어요,,,,,1,,,,,
그래도 뷰는 좋아요,,,,,,,1,,,
조용한 카페를 찾으신다면 다른 데 가세요,,,,,1,,,,,
커피가 맛있어요,,1,,,,,,,,
다양한 빵이 있네요,,,1,,,,,,,
뷰가 좋아요,,,,,,,1,,,
재미있어요,,,,,,,,,,1
자리 경쟁,,,,,1,,,,,
뷰 맛집,,,,,,,1,,,
넓고,,,,,,1,,,,
전망 좋고 딱이에요,,,,,,,1,,,
맛있네요,,,,,,,,,,1
빵도 다양하고,,,1,,,,,,,
바다뷰가 멋져요.,,,,,,,1,,,
커피 맛있었어요,,1,,,,,,,,
다양한 베이커리 맛 보는 재미,,,1,,,,,,,
바다 뷰와 바꾼 빵 값 핫 아메리카노와 핫초코 좀 더 따뜻하게 주면 좋겠어요,1,1,,,,,,,,
빵이나 음료 가격이 쎄지만...,1,,,,,,,,,
뷰가 좋아서...,,,,,,,1,,,
옥상에 천국의 계단도 있네요...,,,,,,1,,,,
